year,region,metric,dim_name,dim_value,value
2008,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE,299
2008,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,209
2008,PUNO,siniestros_por_tipo,tipo_accidente,VOLCADURA,58
2008,PUNO,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,26
2008,PUNO,siniestros_por_tipo,tipo_accidente,INCENDIO,0
2008,PUNO,siniestros_por_tipo,tipo_accidente,OTRO,93
2009,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO,169
2009,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,63
2009,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE,348
2009,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,146
2009,PUNO,siniestros_por_tipo,tipo_accidente,VOLCADURA,81
2009,PUNO,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,14
2009,PUNO,siniestros_por_tipo,tipo_accidente,INCENDIO,0
2009,PUNO,siniestros_por_tipo,tipo_accidente,OTRO,110
2010,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO,231
2010,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,87
2010,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE,317
2010,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,145
2010,PUNO,siniestros_por_tipo,tipo_accidente,VOLCADURA,50
2010,PUNO,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,21
2010,PUNO,siniestros_por_tipo,tipo_accidente,INCENDIO,0
2010,PUNO,siniestros_por_tipo,tipo_accidente,OTRO,141
2010,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE,0
2011,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO,226
2011,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,129
2011,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE,503
2011,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,223
2011,PUNO,siniestros_por_tipo,tipo_accidente,VOLCADURA,70
2011,PUNO,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,23
2011,PUNO,siniestros_por_tipo,tipo_accidente,INCENDIO,7
2011,PUNO,siniestros_por_tipo,tipo_accidente,OTRO,187
2011,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE,0
2012,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO,203
2012,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,88
2012,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE,360
2012,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,140
2012,PUNO,siniestros_por_tipo,tipo_accidente,VOLCADURA,66
2012,PUNO,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,14
2012,PUNO,siniestros_por_tipo,tipo_accidente,INCENDIO,2
2012,PUNO,siniestros_por_tipo,tipo_accidente,OTRO,101
2012,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE,0
2013,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO,256
2013,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,80
2013,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE,474
2013,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,149
2013,PUNO,siniestros_por_tipo,tipo_accidente,VOLCADURA,68
2013,PUNO,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,13
2013,PUNO,siniestros_por_tipo,tipo_accidente,INCENDIO,1
2013,PUNO,siniestros_por_tipo,tipo_accidente,OTRO,113
2013,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE,0
2014,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO,171
2014,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,52
2014,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE,316
2014,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,183
2014,PUNO,siniestros_por_tipo,tipo_accidente,VOLCADURA,55
2014,PUNO,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,12
2014,PUNO,siniestros_por_tipo,tipo_accidente,INCENDIO,0
2014,PUNO,siniestros_por_tipo,tipo_accidente,OTRO,118
2014,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE,46
2015,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO,120
2015,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,25
2015,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE,355
2015,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,130
2015,PUNO,siniestros_por_tipo,tipo_accidente,VOLCADURA,26
2015,PUNO,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,8
2015,PUNO,siniestros_por_tipo,tipo_accidente,INCENDIO,0
2015,PUNO,siniestros_por_tipo,tipo_accidente,OTRO,17
2015,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE,124
2015,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE Y VOLCADURA,81
2015,PUNO,siniestros_por_tipo,tipo_accidente,COLISION,16
2015,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y ATROPELLO,20
2016,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO,111
2016,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,25
2016,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE,292
2016,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,105
2016,PUNO,siniestros_por_tipo,tipo_accidente,VOLCADURA,1
2016,PUNO,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,12
2016,PUNO,siniestros_por_tipo,tipo_accidente,INCENDIO,0
2016,PUNO,siniestros_por_tipo,tipo_accidente,OTRO,5
2016,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE,97
2016,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE Y VOLCADURA,75
2016,PUNO,siniestros_por_tipo,tipo_accidente,COLISION,7
2016,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y ATROPELLO,18
2017,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO,164
2017,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,36
2017,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE,450
2017,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,56
2017,PUNO,siniestros_por_tipo,tipo_accidente,VOLCADURA,18
2017,PUNO,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,4
2017,PUNO,siniestros_por_tipo,tipo_accidente,INCENDIO,2
2017,PUNO,siniestros_por_tipo,tipo_accidente,OTRO,19
2017,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE,147
2017,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE Y VOLCADURA,61
2017,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y ATROPELLO,10
2017,PUNO,siniestros_por_tipo,tipo_accidente,COLISIÓN,1
2018,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO,136
2018,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,38
2018,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE,541
2018,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,34
2018,PUNO,siniestros_por_tipo,tipo_accidente,VOLCADURA,21
2018,PUNO,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,6
2018,PUNO,siniestros_por_tipo,tipo_accidente,INCENDIO,1
2018,PUNO,siniestros_por_tipo,tipo_accidente,OTRO,35
2018,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE,107
2018,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE Y VOLCADURA,65
2018,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y ATROPELLO,7
2018,PUNO,siniestros_por_tipo,tipo_accidente,COLISIÓN,3
2018,PUNO,siniestros_por_tipo,tipo_accidente,COLISIÓN Y FUGA,5
2019,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO,186
2019,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,60
2019,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE,571
2019,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,26
2019,PUNO,siniestros_por_tipo,tipo_accidente,VOLCADURA,22
2019,PUNO,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,6
2019,PUNO,siniestros_por_tipo,tipo_accidente,INCENDIO,1
2019,PUNO,siniestros_por_tipo,tipo_accidente,OTRO,46
2019,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE,131
2019,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE Y VOLCADURA,80
2019,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y ATROPELLO,43
2019,PUNO,siniestros_por_tipo,tipo_accidente,COLISIÓN,4
2019,PUNO,siniestros_por_tipo,tipo_accidente,COLISIÓN Y FUGA,3
2020,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO,74
2020,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,19
2020,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE,273
2020,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,21
2020,PUNO,siniestros_por_tipo,tipo_accidente,VOLCADURA,21
2020,PUNO,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,3
2020,PUNO,siniestros_por_tipo,tipo_accidente,INCENDIO,0
2020,PUNO,siniestros_por_tipo,tipo_accidente,OTRO,36
2020,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE,86
2020,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE Y VOLCADURA,39
2020,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y ATROPELLO,25
2020,PUNO,siniestros_por_tipo,tipo_accidente,COLISIÓN,3
2020,PUNO,siniestros_por_tipo,tipo_accidente,COLISIÓN Y FUGA,2
2021,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO,118
2021,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,25
2021,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE,655
2021,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,46
2021,PUNO,siniestros_por_tipo,tipo_accidente,VOLCADURA,23
2021,PUNO,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,8
2021,PUNO,siniestros_por_tipo,tipo_accidente,INCENDIO,0
2021,PUNO,siniestros_por_tipo,tipo_accidente,OTRO,74
2021,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE,202
2021,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE Y VOLCADURA,32
2021,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y ATROPELLO,66
2021,PUNO,siniestros_por_tipo,tipo_accidente,COLISIÓN,14
2021,PUNO,siniestros_por_tipo,tipo_accidente,COLISIÓN Y FUGA,3
2022,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO,144
2022,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,50
2022,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE,618
2022,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,52
2022,PUNO,siniestros_por_tipo,tipo_accidente,VOLCADURA,32
2022,PUNO,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,15
2022,PUNO,siniestros_por_tipo,tipo_accidente,INCENDIO,1
2022,PUNO,siniestros_por_tipo,tipo_accidente,OTRO,232
2022,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE,227
2022,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE Y VOLCADURA,48
2022,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y ATROPELLO,44
2022,PUNO,siniestros_por_tipo,tipo_accidente,COLISIÓN,20
2022,PUNO,siniestros_por_tipo,tipo_accidente,COLISIÓN Y FUGA,1
2023,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO,168
2023,PUNO,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,47
2023,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE,424
2023,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,89
2023,PUNO,siniestros_por_tipo,tipo_accidente,VOLCADURA,14
2023,PUNO,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,14
2023,PUNO,siniestros_por_tipo,tipo_accidente,INCENDIO,1
2023,PUNO,siniestros_por_tipo,tipo_accidente,OTRO,139
2023,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE,216
2023,PUNO,siniestros_por_tipo,tipo_accidente,DESPISTE Y VOLCADURA,22
2023,PUNO,siniestros_por_tipo,tipo_accidente,CHOQUE Y ATROPELLO,38
2023,PUNO,siniestros_por_tipo,tipo_accidente,COLISIÓN,18
2023,PUNO,siniestros_por_tipo,tipo_accidente,COLISIÓN Y FUGA,6
2008,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO,81
2008,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,20
2008,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE,184
2008,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,37
2008,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,VOLCADURA,40
2008,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,1
2008,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,INCENDIO,0
2008,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,OTRO,19
2009,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO,98
2009,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,34
2009,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE,222
2009,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,62
2009,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,VOLCADURA,34
2009,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,4
2009,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,INCENDIO,0
2009,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,OTRO,37
2010,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO,120
2010,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,34
2010,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE,415
2010,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,71
2010,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,VOLCADURA,22
2010,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,10
2010,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,INCENDIO,1
2010,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,OTRO,38
2010,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE,121
2011,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO,124
2011,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,38
2011,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE,403
2011,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,103
2011,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,VOLCADURA,15
2011,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,6
2011,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,INCENDIO,0
2011,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,OTRO,65
2011,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE,157
2012,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO,128
2012,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,37
2012,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE,471
2012,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,79
2012,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,VOLCADURA,22
2012,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,27
2012,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,INCENDIO,13
2012,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,OTRO,54
2012,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE,226
2013,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO,202
2013,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,41
2013,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE,573
2013,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,124
2013,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,VOLCADURA,24
2013,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,7
2013,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,INCENDIO,3
2013,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,OTRO,48
2013,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE,259
2014,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO,147
2014,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,25
2014,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE,633
2014,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,120
2014,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,VOLCADURA,13
2014,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,5
2014,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,INCENDIO,0
2014,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,OTRO,32
2014,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE,294
2015,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO,113
2015,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,25
2015,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE,559
2015,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,94
2015,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,VOLCADURA,13
2015,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,5
2015,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,INCENDIO,0
2015,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,OTRO,41
2015,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE,302
2015,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE Y VOLCADURA,6
2015,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,COLISION,1
2015,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y ATROPELLO,9
2016,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO,232
2016,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,53
2016,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE,918
2016,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,135
2016,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,VOLCADURA,29
2016,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,7
2016,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,INCENDIO,1
2016,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,OTRO,72
2016,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE,538
2016,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE Y VOLCADURA,11
2016,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,COLISION,0
2016,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y ATROPELLO,6
2017,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO,197
2017,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,40
2017,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE,682
2017,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,84
2017,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,VOLCADURA,9
2017,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,12
2017,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,INCENDIO,1
2017,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,OTRO,39
2017,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE,444
2017,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE Y VOLCADURA,20
2017,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y ATROPELLO,5
2017,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,COLISIÓN,0
2018,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO,151
2018,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,27
2018,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE,558
2018,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,85
2018,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,VOLCADURA,22
2018,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,7
2018,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,INCENDIO,0
2018,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,OTRO,64
2018,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE,421
2018,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE Y VOLCADURA,5
2018,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y ATROPELLO,3
2018,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,COLISIÓN,0
2018,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,COLISIÓN Y FUGA,0
2019,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO,135
2019,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,31
2019,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE,541
2019,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,79
2019,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,VOLCADURA,29
2019,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,4
2019,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,INCENDIO,2
2019,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,OTRO,31
2019,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE,391
2019,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE Y VOLCADURA,1
2019,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y ATROPELLO,14
2019,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,COLISIÓN,2
2019,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,COLISIÓN Y FUGA,0
2020,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO,64
2020,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,18
2020,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE,385
2020,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,48
2020,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,VOLCADURA,16
2020,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,6
2020,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,INCENDIO,0
2020,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,OTRO,34
2020,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE,304
2020,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE Y VOLCADURA,2
2020,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y ATROPELLO,3
2020,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,COLISIÓN,0
2020,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,COLISIÓN Y FUGA,0
2021,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO,88
2021,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,20
2021,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE,472
2021,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,72
2021,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,VOLCADURA,15
2021,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,7
2021,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,INCENDIO,1
2021,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,OTRO,33
2021,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE,378
2021,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE Y VOLCADURA,2
2021,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y ATROPELLO,1
2021,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,COLISIÓN,2
2021,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,COLISIÓN Y FUGA,1
2022,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO,101
2022,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,31
2022,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE,595
2022,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y FUGA,99
2022,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,VOLCADURA,26
2022,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CAIDA DE PASAJERO,5
2022,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,INCENDIO,0
2022,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,OTRO,29
2022,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE,380
2022,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,DESPISTE Y VOLCADURA,8
2022,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,CHOQUE Y ATROPELLO,5
2022,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,COLISIÓN,0
2022,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,COLISIÓN Y FUGA,0
2023,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO,127
2023,SAN MARTÍN,siniestros_por_tipo,tipo_accidente,ATROPELLO Y FUGA,31
